"","shot_taker_id","sum_xg","total_goals","count","outperformance","actual_goal_rate","avg_xg"
"1","76561198012337838",13.4551370122774,24,46,1.78370535938064,0.521739130434783,0.292502978527769
"2","76561198002542052",13.8111543270232,22,26,1.59291536964106,0.846153846153846,0.531198243347047
"3","76561199003527262",5.66012923814212,9,23,1.59006970006115,0.391304347826087,0.246092575571397
"4","76561198164573553",8.22149918027227,13,25,1.58122012968071,0.52,0.328859967210891
"5","b97fe6ef08b",10.2803647344888,16,36,1.55636501361891,0.444444444444444,0.285565687069134
"6","76561198925783869",9.01281645446027,14,25,1.55334351595185,0.56,0.360512658178411
"7","76561198306103973",19.5035071904002,30,49,1.53818488680673,0.612244897959184,0.398030758987759
"8","76561198134892725",11.7121382833852,18,36,1.53686710013788,0.5,0.325337174538477
"9","76561198218081920",6.6072629923011,10,21,1.51348599437501,0.476190476190476,0.314631571061957
"10","76561198855331763",6.67597907866635,10,22,1.49790763005172,0.454545454545455,0.303453594484834
"11","be5403c1afb",8.83496700023771,13,25,1.47142598264942,0.52,0.353398680009509
"12","b8d0ece278b",8.33483766542489,12,24,1.43974009833199,0.5,0.347284902726037
"13","76561198278592920",7.05963482218556,10,24,1.41650386342564,0.416666666666667,0.294151450924398
"14","76561198197467791",9.17782854417796,13,23,1.41645705598267,0.565217391304348,0.399036023659912
"15","76561199070529477",9.21587401859387,13,23,1.41060956060937,0.565217391304348,0.400690174721473
"16","76561198314985694",9.31598019324305,13,28,1.39545165729624,0.464285714285714,0.332713578330109
"17","76561198209103893",5.76977261330985,8,28,1.38653644366251,0.285714285714286,0.206063307618209
"18","76561198084019532",10.1091522380112,14,27,1.3848836846436,0.518518518518518,0.374413045852266
"19","76561199075665460",7.23978422676563,10,21,1.38125663511211,0.476190476190476,0.344751629845982
"20","76561197997883261",7.27224720045106,10,26,1.37509076965642,0.384615384615385,0.279701815401964
"21","76561198817346573",9.46334804366702,13,28,1.37372100656276,0.464285714285714,0.337976715845251
"22","76561198142203335",6.56377277015538,9,21,1.37116264001731,0.428571428571429,0.312560608102637
"23","76561198313081719",11.0945504615147,15,29,1.35201512238217,0.517241379310345,0.382570705569472
"24","b2dcd5bd94b",11.8505719933398,16,33,1.35014579962825,0.484848484848485,0.35910824222242
"25","76561198890967354",5.93038320770558,8,22,1.34898533868862,0.363636363636364,0.269562873077526
"26","76561198071924790",9.69185281566921,13,28,1.34133279232041,0.464285714285714,0.346137600559615
"27","b539903ef2b",9.72003300662618,13,28,1.33744401805404,0.464285714285714,0.347144035950935
"28","76561198073423669",6.01003226308733,8,22,1.33110766295461,0.363636363636364,0.273183284685788
"29","76561198194737953",12.0317854411822,16,35,1.32981094769489,0.457142857142857,0.343765298319491
"30","76561198111705018",8.32473886923387,11,22,1.32136276858524,0.5,0.378397221328812
"31","76561198996353463",9.09711393114215,12,24,1.31909967170142,0.5,0.37904641379759
"32","76561198279036515",7.65532572408706,10,28,1.30628014540721,0.357142857142857,0.273404490145966
"33","bf0be627bfb",10.0094469698612,13,28,1.29877305301117,0.464285714285714,0.357480248923613
"34","76561198008855846",10.142568412136,13,26,1.28172662699962,0.5,0.390098785082155
"35","76561198119053004",14.9202809262383,19,47,1.27343446775102,0.404255319148936,0.317452785664644
"36","b368f258eab",13.3589311139268,17,33,1.27255690257114,0.515151515151515,0.40481609436142
"37","76561198950919884",7.07759369314463,9,23,1.27161863059721,0.391304347826087,0.307721464919332
"38","76561198075105006",9.45519058962847,12,24,1.26914416861813,0.5,0.393966274567853
"39","76561198049973446",8.67346585789852,11,21,1.26823581025373,0.523809523809524,0.413022183709453
"40","76561198344859126",9.53175726359309,12,24,1.25894939077335,0.5,0.397156552649712
"41","76561198008807875",7.24788333291779,9,22,1.24174184194227,0.409090909090909,0.329449242405354
"42","b65c1446abb",10.4705572080996,13,31,1.24157671283661,0.419354838709677,0.337759909938698
"43","76561198013580999",8.89484729181928,11,31,1.23667103426462,0.354838709677419,0.286930557800622
"44","bae845769db",17.7957210170803,22,45,1.23625224169813,0.488888888888889,0.395460467046228
"45","76561198115249518",8.10559484269445,10,23,1.2337157474646,0.434782608695652,0.352417167073672
"46","76561198055866128",10.5378845718855,13,31,1.2336441826933,0.419354838709677,0.339931760383403
"47","76561198097672410",13.0165272250677,16,33,1.22920650979676,0.484848484848485,0.394440218941446
"48","76561198866248682",15.4736953288292,19,52,1.22789027418686,0.365384615384615,0.297571064015946
"49","b09c202b4db",6.52048322106173,8,21,1.22690293476399,0.380952380952381,0.31049920100294
"50","76561198069087683",12.2414861701332,15,33,1.22534141619153,0.454545454545455,0.370954126367672
"51","b260bf4003b",9.80364997052383,12,29,1.22403390941943,0.413793103448276,0.338056895535304
"52","b5568f8827b",50.675804911976,62,128,1.22346354651286,0.484375,0.395904725874813
"53","76561198367494608",8.18580955078897,10,27,1.22162627140967,0.37037037037037,0.303178131510703
"54","76561199086998855",6.55427747676581,8,25,1.22057694816234,0.32,0.262171099070632
"55","76561197977406664",15.6113378263645,19,44,1.21706417549383,0.431818181818182,0.354803132417375
"56","76561198200008022",57.5496903675815,70,171,1.21634016713028,0.409356725146199,0.336547896886442
"57","76561198973518584",11.5433908959353,14,32,1.21281520535961,0.4375,0.360730965497977
"58","76561197971459145",7.42465755850547,9,24,1.21217711781062,0.375,0.309360731604395
"59","76561198084814513",11.5496068419698,14,31,1.21216247371519,0.451612903225806,0.372567962644186
"60","b0c5e17936b",8.25338755400273,10,22,1.21162370415408,0.454545454545455,0.375153979727397
"61","76561198877666698",14.1657300086524,17,40,1.20007934568966,0.425,0.35414325021631
"62","bd5d31d01ab",13.4429358881297,16,30,1.19021619482157,0.533333333333333,0.448097862937657
"63","76561198016549603",10.9235140999968,13,26,1.19009321368513,0.5,0.420135157692183
"64","b77fcf4ddcb",11.7853493309753,14,25,1.18791557270211,0.56,0.471413973239012
"65","76561198013568591",5.93586798494955,7,22,1.17927150970146,0.318181818181818,0.269812181134071
"66","76561198028093603",140.771102888988,166,417,1.17921928999098,0.398081534772182,0.337580582467597
"67","76561199071682720",16.967999841614,20,53,1.17868930850353,0.377358490566038,0.320150940407812
"68","76561198064522470",8.48709267622003,10,21,1.17825978594755,0.476190476190476,0.404147270296192
"69","76561198178084083",6.80239603897953,8,22,1.17605619463464,0.363636363636364,0.309199819953615
"70","76561198068443409",5.13621388649169,6,21,1.16817565089726,0.285714285714286,0.244581613642462
"71","76561197973607961",39.4548594170951,46,111,1.16588933985832,0.414414414414414,0.355449183937794
"72","b6ffafc4a4b",6.00589361490519,7,22,1.16552181054751,0.318181818181818,0.272995164313872
"73","76561198092795258",15.4973130796052,18,40,1.161491666816,0.45,0.38743282699013
"74","b6f365be79b",7.80619523208358,9,24,1.15293042672183,0.375,0.325258134670149
"75","76561198180584027",10.4611435867765,12,36,1.14710212133678,0.333333333333333,0.290587321854903
"76","76561198171387163",5.2599946962297,6,21,1.14068556082399,0.285714285714286,0.2504759379157
"77","76561197996649713",9.65501055736661,11,24,1.13930481325131,0.458333333333333,0.402292106556942
"78","76561199057280761",12.3620900607773,14,40,1.13249458070359,0.35,0.309052251519433
"79","76561198296972170",15.0268544502595,17,47,1.13130795645036,0.361702127659574,0.319720307452329
"80","f7d428e2ad8c45eaa67fab88cc4afd64",10.6568680328124,12,23,1.12603439988673,0.521739130434783,0.463342088383148
"81","76561199077784901",8.01345950315338,9,26,1.12311043644239,0.346153846153846,0.308209980890515
"82","76561198857784222",5.36029899210479,6,22,1.11934054589817,0.272727272727273,0.243649954186582
"83","76561198124326808",89.5820499244097,100,242,1.11629506228515,0.413223140495868,0.370173760018222
"84","b07480c6e3b",13.4402899802797,15,36,1.11604734883018,0.416666666666667,0.373341388341102
"85","76561199080257811",8.11413430056114,9,26,1.10917562695229,0.346153846153846,0.312082088483121
"86","76561198872908341",9.97975157773532,11,25,1.1022318455843,0.44,0.399190063109413
"87","76561197980399802",5.47705385928254,6,21,1.09547945924088,0.285714285714286,0.260812088537264
"88","76561198452919894",9.13359652215756,10,22,1.09485896117051,0.454545454545455,0.415163478279889
"89","f7a1fd4cb7c343c99da688d2edebf1f2",8.23892233614999,9,24,1.09237587548442,0.375,0.343288430672916
"90","76561198089498724",10.0878734252145,11,26,1.0904181224663,0.423076923076923,0.387995131739018
"91","76561199043017996",10.1085954327767,11,30,1.08818283144788,0.366666666666667,0.336953181092555
"92","76561199007920976",6.43398225251582,7,21,1.08797315958757,0.333333333333333,0.306380107262658
"93","76561198452286184",14.8589575234558,16,33,1.07679155652359,0.484848484848485,0.450271440104723
"94","b9eea2d3f0b",13.1218887451163,14,40,1.06691957780929,0.35,0.328047218627909
"95","76561198841154200",13.1535066035518,14,39,1.06435496038901,0.358974358974359,0.337269400091073
"96","76561199059015516",16.0781924563163,17,43,1.05733278452713,0.395348837209302,0.373911452472472
"97","76561198385295240",12.4483412234933,13,30,1.04431584631256,0.433333333333333,0.414944707449777
"98","76561198415869086",6.70315337890336,7,22,1.04428462311946,0.318181818181818,0.304688789950153
"99","76561198291141522",18.2592350041675,19,52,1.0405693335818,0.365384615384615,0.351139134695529
"100","76561198145690532",14.4281769330268,15,43,1.03963238527137,0.348837209302326,0.335538998442484
"101","76561198123379412",10.6169902850175,11,30,1.03607516864011,0.366666666666667,0.353899676167252
"102","76561198352620973",4.83775764092852,5,21,1.03353668602554,0.238095238095238,0.230369411472787
"103","5607b1afb3204be5a821ee91193ec64b",9.67985751472216,10,28,1.03307305761381,0.357142857142857,0.345709196954363
"104","76561198135615335",6.78399691996228,7,22,1.03184009111238,0.318181818181818,0.308363496361922
"105","76561197989331410",10.6631985223882,11,29,1.03158540815916,0.379310344827586,0.367696500772007
"106","76561197969937809",9.70054209896885,10,24,1.03087022333143,0.416666666666667,0.404189254123702
"107","76561198033969246",14.5514470926102,15,38,1.03082531273591,0.394736842105263,0.382932818226584
"108","76561199064191240",9.71228573823903,10,32,1.02962374352602,0.3125,0.30350892931997
"109","76561198426943151",7.79448323589293,8,22,1.0263669518411,0.363636363636364,0.354294692540587
"110","76561197982305682",14.6693387961368,15,40,1.02254097532673,0.375,0.366733469903421
"111","76561198358670051",20.5676347104018,21,57,1.02102163402287,0.368421052631579,0.360835696673715
"112","76561198880991130",6.85589961098849,7,23,1.02101845085079,0.304347826086957,0.298082591782108
"113","76561198116070283",20.6169022511916,21,68,1.01858173183056,0.308823529411765,0.303189738988111
"114","b470e1a775b",11.7849553623389,12,34,1.0182473866934,0.352941176470588,0.34661633418644
"115","bb9a69c14fb",15.7336120985703,16,37,1.01693113442488,0.432432432432432,0.425232759420818
"116","76561199073229564",7.9627765164089,8,24,1.00467468646324,0.333333333333333,0.331782354850371
"117","76561198874479448",5.97893055477467,6,21,1.00352394881197,0.285714285714286,0.284710978798794
"118","b0510e125db",8.98963662856705,9,22,1.00115281316266,0.409090909090909,0.408619846753048
"119","b607d5a950b",13.0416232613704,13,34,0.996808429400529,0.382352941176471,0.383577154746187
"120","76561198113117029",11.0420540675632,11,28,0.996191463354021,0.392857142857143,0.394359073841543
"121","76561199039237525",10.0511395340523,10,28,0.994912066051905,0.357142857142857,0.358969269073298
"122","76561199075603965",16.1055679390169,16,39,0.993445252013672,0.41025641025641,0.412963280487614
"123","76561198406417877",9.0827677873224,9,23,0.990887382650262,0.391304347826087,0.394902947274887
"124","76561198360645427",11.1236035549154,11,37,0.988888173305961,0.297297297297297,0.300637933916633
"125","76561198342352843",9.17550304145363,9,27,0.980872651814213,0.333333333333333,0.339833445979764
"126","b2167d1039b",10.2186654468054,10,26,0.978601369430905,0.384615384615385,0.393025594107899
"127","76561198428303863",16.3547861516553,16,46,0.978306891428272,0.347826086956522,0.35553882938381
"128","76561197998040076",9.2095317831507,9,30,0.977248378301484,0.3,0.30698439277169
"129","76561198396873742",10.2569176953483,10,34,0.974951763972439,0.294117647058824,0.301674049863187
"130","76561198387902255",7.2408132397549,7,24,0.966742238505374,0.291666666666667,0.301700551656454
"131","76561199001469473",8.27953661784554,8,29,0.9662376494304,0.275862068965517,0.285501262684329
"132","76561198077498803",15.5322334448331,15,39,0.96573361798073,0.384615384615385,0.398262396021363
"133","b7443a44b8b",8.31934065612812,8,24,0.961614667636804,0.333333333333333,0.346639194005338
"134","76561199082210332",15.6636581930733,15,48,0.957630702554095,0.3125,0.326326212355694
"135","76561199083588765",9.43268711151279,9,28,0.954128965967218,0.321428571428571,0.336881682554028
"136","76561198077165810",7.39304221767573,7,21,0.946836200023852,0.333333333333333,0.35204962941313
"137","76561198865367684",13.7462129783568,13,32,0.945715014052838,0.40625,0.42956915557365
"138","76561198381551385",13.7502247966464,13,46,0.945439088615528,0.282608695652174,0.298917930361878
"139","b9502bd6d8b",10.6535817260522,10,27,0.938651456115087,0.37037037037037,0.394577100964897
"140","76561199084821927",8.52699048751689,8,31,0.938197364206237,0.258064516129032,0.275064209274738
"141","76561198159294501",8.67197718242892,8,25,0.922511652384132,0.32,0.346879087297157
"142","b477fda33cb",8.67916034037744,8,27,0.921748151463705,0.296296296296296,0.321450382976942
"143","76561198061933997",11.9404626136599,11,30,0.921237338611653,0.366666666666667,0.39801542045533
"144","76561198286390595",9.78924207529594,9,21,0.919376590217575,0.428571428571429,0.466154384537902
"145","76561198407753059",7.6265858940406,7,22,0.917841888527052,0.318181818181818,0.346662995183664
"146","76561198031318107",6.53851180495746,6,23,0.917640004175085,0.260869565217391,0.284283121954672
"147","76561199030902087",6.54159460617829,6,22,0.91720755583558,0.272727272727273,0.29734520937174
"148","76561198254324062",4.38312120678782,4,21,0.912591692377909,0.19047619047619,0.208720057466087
"149","76561199012060510",9.90159122167081,9,24,0.9089448148801,0.375,0.41256630090295
"150","76561198068306566",7.71029425336543,7,23,0.907877153578751,0.304347826086957,0.335230184928932
"151","76561199054107381",9.93676883162346,9,30,0.905727017756293,0.3,0.331225627720782
"152","76561199052004531",11.130921614541,10,30,0.89839820513482,0.333333333333333,0.3710307204847
"153","b30d6204bab",10.0204839222457,9,21,0.898160215597952,0.428571428571429,0.477165901059319
"154","76561198411247516",7.79425432758916,7,21,0.89809745817791,0.333333333333333,0.371154967980436
"155","76561198261662591",6.69415295433266,6,21,0.896304587142219,0.285714285714286,0.318769188301555
"156","76561198996450145",11.2196891540425,10,35,0.891290290016363,0.285714285714286,0.320562547258358
"157","76561198286043776",7.87921874619047,7,22,0.88841295380769,0.318181818181818,0.358146306645021
"158","bf64a7b55cb",10.1453516049386,9,25,0.887105775182688,0.36,0.405814064197545
"159","76561198279669672",7.89302615245197,7,21,0.886858837763441,0.333333333333333,0.375858388211998
"160","76561198860491221",6.79018580827669,6,29,0.883628249566674,0.206896551724138,0.234144338216438
"161","76561198073557188",10.1882792997277,9,26,0.883368008986617,0.346153846153846,0.391856896143372
"162","b138bd78dcb",7.93904538748092,7,25,0.881718098127805,0.28,0.317561815499237
"163","b958424900b",7.94388684221899,7,26,0.881180729161125,0.269230769230769,0.305534109316115
"164","76561198971842168",7.9970707456274,7,25,0.875320504551924,0.28,0.319882829825096
"165","76561198798518676",6.86272097686823,6,22,0.874288787235244,0.272727272727273,0.31194186258492
"166","76561198153326311",11.4381479185801,10,36,0.87426741384906,0.277777777777778,0.317726331071668
"167","76561199050266132",8.02018533488969,7,23,0.872797785550959,0.304347826086957,0.348703710212595
"168","76561198380039307",9.21140916288827,8,23,0.868488182267605,0.347826086956522,0.40049605056036
"169","76561198337379137",10.4430739588778,9,27,0.861815212210478,0.333333333333333,0.386780516995475
"170","b63b89870bb",8.13362217525916,7,22,0.860625174020573,0.318181818181818,0.369710098875416
"171","76561198202970101",10.4822790639208,9,30,0.858591909747689,0.3,0.349409302130694
"172","76561197979764663",11.6839311524545,10,33,0.855876320180064,0.303030303030303,0.354058519771349
"173","76561198116742582",9.35660996524256,8,28,0.855010525149384,0.285714285714286,0.334164641615806
"174","76561198169926274",9.36828354129099,8,23,0.853945118627095,0.347826086956522,0.407316675708304
"175","76561198338782208",14.0566643098519,12,39,0.85368759867087,0.307692307692308,0.360427289996203
"176","76561199041695654",9.39032486083175,8,30,0.851940706904511,0.266666666666667,0.313010828694392
"177","76561198069218993",7.05907139390909,6,24,0.849970154031462,0.25,0.294127974746212
"178","76561198446798557",10.6510110575291,9,31,0.844990203407774,0.290322580645161,0.343581001855779
"179","76561198975682803",11.881209984349,10,32,0.841665117708791,0.3125,0.371287812010908
"180","76561197988276453",20.2158886373461,17,57,0.8409227170254,0.298245614035088,0.354664712935897
"181","76561198067188309",5.95417741502542,5,24,0.839746559681352,0.208333333333333,0.248090725626059
"182","bf0a128154b",9.53218365331666,8,29,0.839262050644235,0.275862068965517,0.328695988045402
"183","76561198209540055",9.54348871230645,8,27,0.83826787469072,0.296296296296296,0.353462544900239
"184","76561198389102981",8.35688264338808,7,26,0.837632918722194,0.269230769230769,0.321418563207234
"185","76561198257113976",7.19056835347757,6,21,0.834426390940047,0.285714285714286,0.342408016832265
"186","76561198385251568",7.20006538073271,6,24,0.833325766187614,0.25,0.300002724197196
"187","76561198384387653",6.03988752928892,5,21,0.827829984540897,0.238095238095238,0.287613691870901
"188","76561199060311979",6.04630704224269,5,22,0.826951057077876,0.227272727272727,0.274832138283759
"189","76561198288393467",14.570195642161,12,34,0.823599098784664,0.352941176470588,0.42853516594591
"190","76561199082193836",12.1565222639151,10,37,0.822603684088468,0.27027027027027,0.328554655781488
"191","76561199025155437",4.87424075667279,4,21,0.820640628906982,0.19047619047619,0.232106702698704
"192","76561198846206593",19.5010909454335,16,51,0.820466918736494,0.313725490196078,0.382374332263403
"193","76561198351689329",7.37713421163956,6,27,0.813323958581812,0.222222222222222,0.273227193023687
"194","b085fff62ab",12.2994422710404,10,41,0.813044996645535,0.24390243902439,0.299986396854644
"195","76561198969812993",6.17757980376485,5,22,0.809378455451569,0.227272727272727,0.280799081989311
"196","76561198358914238",11.1460486676261,9,30,0.807461035599159,0.3,0.371534955587537
"197","b2d4e8b194b",14.8932187412717,12,41,0.805735832425928,0.292682926829268,0.363249237591993
"198","76561198051979593",7.50063617771487,6,21,0.799932146799306,0.285714285714286,0.357173151319756
"199","76561199072895127",15.0521132709763,12,44,0.797230248269427,0.272727272727273,0.34209348343128
"200","b3b75d23efb",7.61808224446407,6,26,0.78759979315793,0.230769230769231,0.293003163248618
"201","76561198280334587",8.90260744375379,7,29,0.786286494628191,0.241379310344828,0.306986463577717
"202","76561198027024707",12.7384709525157,10,42,0.785023574436547,0.238095238095238,0.30329692744085
"203","76561198137243137",20.4889229752918,16,52,0.780909763743796,0.307692307692308,0.394017749524843
"204","76561198044015392",8.97222489701441,7,24,0.780185525925605,0.291666666666667,0.373842704042267
"205","76561198871148018",10.2768104974834,8,29,0.778451641388059,0.275862068965517,0.35437277577529
"206","76561198447048381",9.0167864157781,7,25,0.776329800576288,0.28,0.360671456631124
"207","76561198056757439",7.73851012032552,6,21,0.775343044941008,0.285714285714286,0.368500481920263
"208","76561198361258853",5.16472705503237,4,22,0.774484296532671,0.181818181818182,0.23476032068329
"209","76561198365482299",18.1546318844239,14,53,0.771153063809108,0.264150943396226,0.342540224234413
"210","8736170262382659755",6.51042868487565,5,23,0.767998582276998,0.217391304347826,0.283062116733724
"211","76561198261099885",9.11915740580299,7,21,0.767614779359499,0.333333333333333,0.434245590752523
"212","76561198366500589",7.87043790585369,6,21,0.762346399497982,0.285714285714286,0.374782757421604
"213","76561198855101358",6.61333110413486,5,21,0.756048641942915,0.238095238095238,0.314920528768326
"214","b0fe4f85f6b",11.9510554024794,9,29,0.753071565389352,0.310344827586207,0.412105358706185
"215","76561198210840759",9.35023548269346,7,24,0.748644246763243,0.291666666666667,0.389593145112228
"216","76561198866428864",12.0873562223535,9,41,0.744579694222629,0.219512195121951,0.294813566398867
"217","76561199021477032",10.771916132735,8,27,0.74267195375655,0.296296296296296,0.398959856767963
"218","76561198856190919",19.0461562396234,14,46,0.735056450438781,0.304347826086957,0.414046874774421
"219","76561198122779836",9.55070254859806,7,33,0.732930374952105,0.212121212121212,0.289415228745396
"220","76561198872497536",8.22220654017733,6,24,0.729731121528187,0.25,0.342591939174056
"221","2641077599722873135",8.24928259401974,6,27,0.727335975173121,0.222222222222222,0.305528984963694
"222","76561198018807281",11.0005383809964,8,26,0.727237133577036,0.307692307692308,0.423097630038324
"223","76561197967584931",11.0019587529103,8,28,0.727143246004611,0.285714285714286,0.392927098318223
"224","76561199010765103",9.63931847063135,7,34,0.726192419238693,0.205882352941176,0.283509366783275
"225","76561199040928773",5.58443601794419,4,21,0.716276448892422,0.19047619047619,0.265925524664009
"226","76561198877030085",16.7667468179394,12,44,0.715702344068364,0.272727272727273,0.381062427680441
"227","76561198011885123",9.81127564722716,7,31,0.713464818611871,0.225806451612903,0.316492762813779
"228","76561197970584075",21.144560897883,15,51,0.709402293688767,0.294117647058824,0.414599233291823
"229","76561198353946155",9.87067443598664,7,29,0.709171399117299,0.241379310344828,0.340368083999539
"230","76561198134270183",14.1070676549097,10,38,0.70886453830252,0.263157894736842,0.371238622497625
"231","76561198257598432",11.297200906808,8,28,0.708140013264613,0.285714285714286,0.403471460957428
"232","b7f0083263b",7.08733879437954,5,23,0.705483418397487,0.217391304347826,0.308145164973023
"233","76561197993140621",7.22373259204889,5,22,0.692162941566174,0.227272727272727,0.328351481456768
"234","76561198878539050",27.4796144568965,19,65,0.69142163656636,0.292307692307692,0.422763299336869
"235","b70548d921b",5.79138950986642,4,22,0.690680534124921,0.181818181818182,0.263244977721201
"236","76561198254881199",10.1904436389713,7,28,0.6869180820774,0.25,0.363944415677546
"237","b0bed412e4b",7.32365170937401,5,22,0.682719522775801,0.227272727272727,0.332893259517
"238","76561198185680073",5.98440985607148,4,22,0.668403417580399,0.181818181818182,0.272018629821431
"239","76561198403170516",7.55264250412344,5,21,0.662019948285676,0.238095238095238,0.359649643053497
"240","76561199036979855",13.6901486572484,9,31,0.657407032262928,0.290322580645161,0.441617698620917
"241","76561198165153948",10.799905277264,7,32,0.648153832861519,0.21875,0.337497039914499
"242","76561198335660301",17.1852272073577,11,49,0.640084641725914,0.224489795918367,0.350718922599137
"243","76561198033683174",11.0319771166225,7,35,0.634519082663134,0.2,0.315199346189215
"244","76561198340599539",20.7685270909157,13,65,0.625947133520426,0.2,0.319515801398703
"245","76561199070752236",6.5421776533073,4,23,0.611417208760428,0.173913043478261,0.284442506665535
"246","76561198115172724",8.25127007281144,5,26,0.605967318470811,0.192307692307692,0.317356541261978
"247","76561198055897095",8.30633321405792,5,28,0.60195032767742,0.178571428571429,0.296654757644926
"248","76561198006545579",6.79875369024927,4,21,0.588343126143366,0.19047619047619,0.323750175726156
"249","76561198373603368",15.3208235721161,9,47,0.587435783568449,0.191489361702128,0.325974969619492
"250","76561198157028601",6.89101298827583,4,23,0.58046618208462,0.173913043478261,0.299609260359819
"251","76561198161695114",13.9679957141198,8,32,0.572737861876136,0.25,0.436499866066244
"252","76561198389378603",8.93391294650305,5,24,0.559665180301216,0.208333333333333,0.37224637277096
"253","76561198134558783",10.7295874678295,6,25,0.559201368923994,0.24,0.429183498713181
"254","76561198272343481",10.7691281308491,6,37,0.557148167158723,0.162162162162162,0.291057517049975
"255","76561198277596090",9.19547159737384,5,21,0.543745902214299,0.238095238095238,0.437879599874945
"256","76561198386067762",7.64906170238516,4,25,0.52293995729603,0.16,0.305962468095407
"257","76561198846517159",15.4478970483886,8,58,0.517869841761696,0.137931034482759,0.266343052558425
"258","76561199030565731",11.6513662792301,6,30,0.514961066042158,0.2,0.388378875974338
"259","76561199078451759",9.71033011549518,5,25,0.514915552873047,0.2,0.388413204619807
"260","76561199011681440",5.86000407530937,3,21,0.511945036461705,0.142857142857143,0.27904781310997
"261","76561198199691042",9.95799224796019,5,30,0.50210924807902,0.166666666666667,0.331933074932006
"262","8fbfe1a528ec4573819acb4c6a0f73db",8.15224534216512,4,25,0.490662367496616,0.16,0.326089813686605
"263","76561198187779501",8.98359643031554,4,31,0.445255976381778,0.129032258064516,0.289793433235985
"264","bdde8b8b00b",4.50211042403638,2,23,0.444236105210163,0.0869565217391304,0.195743931479843
"265","76561199014085265",13.8254007913726,6,38,0.433983802027941,0.157894736842105,0.363826336615069
"266","76561199049605745",11.7732330167479,5,33,0.424692180379622,0.151515151515152,0.356764636871147
"267","76561198330266239",7.23005009641404,3,24,0.414934884266977,0.125,0.301252087350585
"268","76561199078869753",5.6573884518914,2,21,0.353520006095984,0.0952380952380952,0.269399450090067
